,average_rating
2439,6.8971800000000005
2440,6.86723
2441,6.6761800000000004
2446,6.891439999999999
2451,6.91034
2454,7.69862
2457,7.8224100000000005
2461,6.820639999999999
2466,6.725910000000001
2467,7.333239999999999
2469,6.979419999999999
2470,7.1221
2485,6.971360000000001
2489,7.185989999999999
2493,7.337860000000001
2499,6.7024300000000006
2502,6.824089999999999
2504,6.67347
2508,7.00776
2511,7.02455
2513,7.22035
2533,7.166289999999999
2534,7.679939999999999
2535,7.08931
2547,6.6687899999999996
2559,6.90388
2561,7.185239999999999
2565,6.77453
2572,8.12352
2579,6.921810000000001
2589,7.69107
2592,6.88041
2599,7.29955
2607,7.414389999999999
2612,6.8711199999999995
2614,6.766489999999999
2622,6.705189999999999
2626,7.14332
2630,6.845960000000001
2636,6.982880000000001
2640,7.30612
2652,6.937589999999999
2654,6.75506
2662,6.8387199999999995
2667,7.34117
2669,6.5201400000000005
2671,7.28603
2679,7.13087
2683,6.572489999999999
2689,7.59503
2691,6.830939999999999
2695,6.638739999999999
2696,7.23275
2698,7.500360000000001
2703,6.824669999999999
2705,6.636239999999999
2709,6.914810000000001
2710,6.63405
2715,6.6928
2716,7.412539999999999
2719,7.00433
2725,7.151389999999999
2728,6.77729
2737,6.555210000000001
2753,7.565239999999999
2755,6.881410000000001
2758,6.860010000000001
2765,6.92247
2775,7.377510000000001
2777,7.39082
2778,7.17789
2791,6.57188
2792,6.53585
2796,6.8552800000000005
2805,6.70668
2808,7.42985
2817,6.844119999999999
2818,6.73795
2823,7.860760000000001
2824,6.75272
2825,8.06504
2826,6.6280399999999995
2833,6.585160000000001
2839,6.59018
2840,7.22806
2841,7.465210000000001
2848,7.056189999999999
2849,6.717860000000001
2855,6.4811
2865,6.89323
2867,7.93704
2873,6.914510000000001
2876,7.102539999999999
2898,6.47385
2905,6.79375
2906,7.2996300000000005
2911,7.05302
2923,6.60209
2926,6.7850600000000005
2927,6.92353
2928,6.911810000000001
2933,6.678730000000001
2936,7.26231
2950,7.018339999999999
2959,7.57102
2961,6.93952
2962,6.50855
2971,6.98327
2972,6.596480000000001
2974,7.35227
2988,7.23335
2992,6.37818
2994,6.558960000000001
2995,6.976189999999999
2997,6.54317
3020,7.0739399999999995
3022,6.44224
3024,7.083360000000001
3029,6.99074
3030,7.48153
3033,7.16516
3034,7.778639999999999
3037,6.5917699999999995
3043,7.381939999999999
3044,7.86998
3047,6.41674
3051,7.44062
3052,7.78147
3053,6.49754
3055,7.16827
3056,7.14115
3060,6.915889999999999
3062,6.593030000000001
3066,6.66553
3070,6.98305
3082,7.489789999999999
3089,6.9002
3101,6.57788
3104,7.85853
3107,6.669689999999999
3110,7.6226199999999995
3113,6.31795
3114,6.71922
3121,6.45651
3122,6.37983
3123,6.535019999999999
3124,6.4348
3127,7.267119999999999
3129,6.29448
3130,7.09664
3131,6.47535
3138,6.88213
3139,7.00621
3140,6.972980000000001
3146,6.8833
3149,7.36828
3150,6.871060000000001
3151,6.47474
3155,7.55773
3156,6.47544
3159,7.15954
3163,6.41671
3166,6.99869
3170,6.62997
3172,6.6584699999999994
3175,6.4534199999999995
3178,6.52345
3179,6.628660000000001
3200,6.4343699999999995
3206,6.805510000000001
3217,6.82366
3220,6.9272800000000005
3225,6.45507
3226,6.636589999999999
3232,7.19608
3233,7.09125
3234,6.623710000000001
3240,7.38588
3242,6.56256
3250,7.04443
3252,6.55392
3263,8.034289999999999
3265,6.93363
3266,6.8348
3269,6.44629
3274,6.49083
3275,6.28158
3287,6.39548
3293,6.49381
3295,6.63196
3306,6.66057
3311,7.5960600000000005
3314,6.24273
3316,8.26528
3319,6.51271
3321,6.75104
3326,7.41058
3327,6.802919999999999
3333,6.55731
3335,7.18456
3336,6.72502
3338,6.92231
3341,7.22394
3346,6.61635
3348,7.043839999999999
3356,6.7678899999999995
3362,6.74397
3377,7.52836
3378,6.45437
3381,7.00323
3392,6.446359999999999
3408,7.0331
3412,6.9531
3413,6.42889
3416,6.64744
3420,6.42552
3422,6.617719999999999
3425,6.4078
3428,6.42047
3446,6.9466
3451,7.2861199999999995
3452,6.37132
3458,6.18772
3459,6.78189
3460,6.6203199999999995
3463,6.30385
3466,6.521809999999999
3476,6.25478
3477,6.81042
3478,6.44139
3482,7.4362
3483,6.554889999999999
3487,6.672630000000001
3494,6.38769
3515,7.01502
3528,6.778230000000001
3540,7.07345
3542,7.33772
3546,7.175110000000001
3547,6.3975599999999995
3548,6.88771
3549,6.30582
3553,6.90503
3559,6.79705
3572,6.51962
3574,7.04535
3580,7.24362
3583,6.36757
3585,8.515
3590,6.773
3591,6.84479
3596,7.769080000000001
3598,6.576739999999999
3605,6.34039
3606,6.96612
3620,7.8204
3633,8.39605
3636,7.533410000000001
3643,6.490880000000001
3646,6.3272900000000005
3651,6.640039999999999
3652,6.29094
3657,6.49915
3658,6.98168
3659,7.2866
3667,8.28262
3673,7.40061
3678,6.21558
3683,7.26611
3685,6.42884
3688,6.5284
3696,6.315840000000001
3700,7.03935
3702,6.52484
3710,7.07822
3712,6.35159
3718,7.990660000000001
3721,6.566510000000001
3724,7.190510000000001
3726,6.2163699999999995
3727,6.27402
3730,6.68312
3740,7.24149
3742,6.50322
3743,6.21615
3744,6.13451
3754,6.47898
3767,6.50684
3775,7.07493
3776,7.20602
3778,6.9833300000000005
3781,6.636710000000001
3786,6.847589999999999
3788,6.3026800000000005
3789,6.67588
3817,7.80478
3818,8.39067
3820,7.863289999999999
3823,6.50856
3824,7.2652600000000005
3825,6.070209999999999
3837,6.62383
3838,6.3486199999999995
3852,7.4771600000000005
3853,7.27243
3863,6.60248
3864,6.39251
3866,7.11255
3870,7.38505
3872,7.12125
3884,6.3331800000000005
3885,6.538869999999999
3892,6.39457
3900,7.08812
3912,6.78867
3915,6.6145
3927,7.41949
3935,6.3339099999999995
3936,8.3231
3942,6.67345
3944,7.0650699999999995
3945,6.59951
3947,6.0846800000000005
3952,6.43385
3955,6.668889999999999
3958,6.496630000000001
3959,6.34085
3960,7.130730000000001
3962,6.746010000000001
3965,7.0629
3967,6.1989
3968,6.13352
3973,6.19601
3988,6.8879399999999995
3992,7.244860000000001
3995,7.08893
4000,7.8204
4002,7.154710000000001
4009,6.6965
4010,7.017580000000001
4018,6.09825
4022,7.39451
4023,8.09671
4025,6.8647100000000005
4026,6.79965
4027,6.36147
4032,6.10794
4033,7.2999600000000004
4039,6.13194
4044,7.2829
4047,7.432810000000001
4048,7.119680000000001
4049,6.74892
4052,6.53411
4053,6.54191
4055,7.27119
4056,6.82875
4059,7.28675
4062,7.1286
4063,7.06266
4064,6.54146
4078,7.25978
4085,6.25969
4087,6.11038
4090,7.02884
4091,7.78655
4118,6.48719
4128,6.66316
4132,7.84317
4138,6.50986
4142,6.6381
4149,6.24677
4155,6.28669
4157,7.340960000000001
4162,6.7956
4169,6.1733
4199,7.50409
4201,6.59017
4205,7.5535
4206,6.02381
4210,7.4128
4212,6.5315
4213,6.67052
4214,6.8791899999999995
4217,6.22405
4231,6.46307
4238,7.88162
4242,7.15503
4243,7.23367
4250,6.72898
4255,6.19921
4256,8.44178
4259,7.269010000000001
4261,7.585
4263,6.16774
4267,6.09548
4279,7.43699
4284,7.16649
4285,6.4375599999999995
4303,6.740639999999999
4304,6.42476
4308,8.07778
4320,7.87412
4321,6.47002
4333,6.39921
4334,7.177810000000001
4338,6.18419
4350,6.89825
4366,6.2049199999999995
4367,6.44148
4372,6.29765
4374,6.32281
4378,6.447690000000001
4384,6.779889999999999
4392,6.93205
4393,6.1794199999999995
4401,7.8531
4402,6.30518
4417,6.55422
4418,6.87408
4419,7.203930000000001
4420,6.5957
4428,7.722689999999999
4441,8.62403
4446,6.4056
4448,6.23789
4450,6.33845
4456,5.99425
4458,6.32915
4478,7.16113
4481,6.4597
4483,6.640560000000001
4508,7.270589999999999
4509,6.06037
4515,6.50623
4524,6.97955
4533,6.0698099999999995
4539,6.37087
4542,6.36632
4552,6.645689999999999
4562,8.05242
4572,6.903910000000001
4583,5.98062
4591,6.78127
4592,6.19383
4596,6.65742
4603,6.8881
4608,6.31807
4612,6.22901
4618,6.31594
4623,7.4655
4624,7.11026
4626,6.55421
4629,7.023039999999999
4631,7.215
4636,6.075419999999999
4637,6.17767
4644,6.0774
4647,7.25979
4652,7.4979
4653,7.8655
4656,6.53114
4662,6.95455
4671,6.91724
4672,6.22739
4690,6.797039999999999
4693,7.31548
4700,7.09634
4715,7.6585600000000005
4716,6.42983
4718,6.89447
4720,6.4400699999999995
4723,7.42019
4724,5.9854400000000005
4731,6.45027
4741,6.8905199999999995
4742,6.55035
4749,6.78337
4763,6.47929
4780,7.41018
4786,6.5831800000000005
4789,6.44039
4790,6.06498
4795,6.29746
4807,6.4753300000000005
4812,6.14254
4816,8.121789999999999
4818,6.17671
4830,6.67254
4832,6.50655
4833,6.51696
4842,5.8739
4853,6.32329
4858,6.17289
4861,7.2483699999999995
4863,6.876580000000001
4866,6.52194
4875,7.836310000000001
4882,6.23226
4890,6.2011400000000005
4897,5.9196599999999995
4898,7.41478
4916,6.49608
4917,7.07269
4918,7.085610000000001
4922,8.06505
4927,6.730180000000001
4929,5.9454400000000005
4932,7.27773
4935,6.61295
4937,6.74971
4945,6.50955
4946,6.48225
4951,6.84895
4955,6.57729
4956,6.27462
4961,7.727589999999999
4969,6.16699
4978,6.37367
4979,6.6941
4981,6.340380000000001
4986,7.30638
4991,6.13558
4997,7.525860000000001
5009,8.24133
5011,6.48957
5021,7.92908
5025,6.45084
5027,6.040019999999999
5032,6.638669999999999
5035,6.18654
5046,6.518759999999999
5048,7.19491
5050,7.0472600000000005
5058,6.76
5060,6.44793
5069,8.095889999999999
5070,6.14703
5074,6.80735
5076,7.30783
5079,6.55053
5089,6.41828
5093,7.97531
5099,7.925330000000001
5108,7.80467
5110,7.874680000000001
5123,6.75745
5125,6.51171
5127,6.77273
5133,7.052689999999999
5138,7.5504
5141,7.08224
5143,6.56636
5147,7.19653
5159,7.0712600000000005
5165,6.687180000000001
5168,6.4046
5173,7.1752
5174,7.092110000000001
5175,6.621980000000001
5187,6.59753
5189,6.963710000000001
5192,6.20745
5203,6.34816
5205,6.706760000000001
5210,8.03507
5211,7.45225
5214,6.21098
5217,5.88693
5223,7.23429
5224,6.94596
5227,7.28878
5230,7.54276
5239,6.39388
5263,6.0982
5271,6.27237
5272,6.53839
5274,7.43895
5275,6.93468
5278,6.40151
5286,8.11857
5293,6.25502
5295,6.067880000000001
5300,6.878989999999999
5305,6.594639999999999
5311,6.47703
5314,6.129659999999999
5316,6.337680000000001
5318,6.812
5323,6.244
5327,8.07
5332,6.74785
5347,6.1233900000000006
5353,7.1276
5359,6.45937
5361,6.648219999999999
5365,6.49717
5370,6.645
5371,6.11054
5374,6.23135
5379,5.8775
5380,6.51657
5381,6.01574
5391,8.04607
5394,7.15125
5400,6.51656
5402,6.76098
5405,6.20033
5407,6.00356
5412,6.3785
5413,7.053030000000001
5419,6.31745
5422,6.15474
5426,6.65401
5430,6.74615
5432,6.41938
5438,6.2671
5445,6.02692
5448,7.54167
5449,6.93733
5450,7.3037
5464,6.21654
5471,6.48634
5477,7.077319999999999
5479,6.677460000000001
5482,6.8940600000000005
5505,7.91746
5515,6.53019
5516,6.61331
5517,5.997240000000001
5523,6.57914
5530,6.10606
5532,6.37622
5535,7.292110000000001
5536,7.140860000000001
5538,7.28188
5540,6.31864
5541,5.84751
5548,6.820860000000001
5557,7.74852
5560,6.07149
5561,6.28009
5564,6.48969
5566,6.49934
5575,7.196219999999999
5578,8.0082
5582,6.91933
5586,7.276619999999999
5587,6.3327800000000005
5588,6.27803
5598,6.216480000000001
5605,6.4964699999999995
5627,7.0412
5634,6.67742
5639,5.83565
5650,7.79016
5652,6.3149
5662,6.93675
5667,6.20708
5677,8.0
5683,6.05253
5684,6.42244
5704,6.32147
5706,6.3088
5708,5.9042
5712,6.43273
5715,6.63077
5716,5.92815
5718,6.41994
5725,5.90219
5735,6.16907
5741,6.850460000000001
5758,7.90862
5762,7.9174
5764,6.35865
5777,6.31701
5778,7.019539999999999
5779,6.21157
5783,7.139289999999999
5784,6.594810000000001
5785,7.08409
5786,6.99268
5787,6.26534
5797,6.88391
5801,5.98801
5803,6.557519999999999
5805,7.24615
5808,7.765569999999999
5817,6.9125
5826,6.76147
5833,6.27326
5842,7.283580000000001
5847,6.5439300000000005
5855,6.56083
5858,7.5724100000000005
5866,7.38068
5908,6.93222
5909,6.11041
5915,5.94802
5920,6.71263
5922,6.018330000000001
5925,6.993589999999999
5929,6.02816
5932,6.16849
5934,5.89866
5940,6.94688
5951,6.98477
5956,6.1875
5957,6.2893300000000005
5963,6.38765
5968,6.442480000000001
5970,7.410939999999999
5979,6.63403
5980,7.26127
5991,6.643
5993,6.53319
5995,6.729260000000001
5999,7.73367
6006,7.11533
6015,6.80345
6019,6.38588
6021,6.29061
6030,7.3362300000000005
6033,6.85305
6035,6.62922
6041,6.24212
6042,6.405530000000001
6045,6.06004
6046,5.92769
6056,6.67312
6073,7.15698
6076,6.91772
6078,6.08213
6079,6.01789
6080,6.25
6087,6.86075
6090,6.59545
6102,6.5454099999999995
6106,7.61373
6108,6.5480599999999995
6110,7.071619999999999
6118,5.8543
6123,6.0085
6129,6.40482
6159,5.87977
6162,5.81849
6163,7.20635
6165,7.035710000000001
6167,7.23385
6169,6.1215
6172,6.8962
6176,6.03205
6177,6.999339999999999
6179,6.23782
6193,5.87913
6198,6.19375
6205,6.829330000000001
6212,7.70408
6213,6.62293
6219,7.109089999999999
6221,6.94
6223,6.88667
6239,6.51524
6250,5.84037
6255,6.54082
6258,6.23855
6259,7.4348399999999994
6263,6.4387
6264,6.758539999999999
6266,5.972569999999999
6276,5.95458
6278,6.13886
6281,6.90117
6286,6.02562
6287,7.79333
6290,7.08968
6293,6.2976
6296,7.967569999999999
6298,6.55046
6299,7.58265
6301,7.2595
6306,6.20252
6310,6.17339
6311,6.13146
6316,6.931939999999999
6326,7.38622
6328,6.21975
6335,8.119489999999999
6340,6.66263
6345,6.34351
6346,5.94386
6347,8.7339
6357,6.25419
6367,6.84024
6373,6.04932
6374,6.53592
6380,6.23475
6382,6.85
6385,6.2474300000000005
6387,6.460380000000001
6397,7.1792300000000004
6413,6.39955
6417,6.04113
6418,6.10027
6421,7.66944
6425,6.9718800000000005
6446,7.389130000000001
6452,6.01607
6455,6.09477
6461,6.15235
6464,6.68693
6466,6.2071
6467,6.10636
6470,6.81233
6471,8.19012
6472,6.337619999999999
6476,7.330189999999999
6488,7.12097
6489,7.32407
6492,7.43878
6501,5.96254
6506,6.79931
6507,6.48958
6509,7.7146300000000005
6511,7.19492
6512,6.9139
6522,7.3921600000000005
6524,6.1264199999999995
6526,5.98347
6539,6.4760800000000005
6542,6.45264
6543,6.9058399999999995
6545,5.9179699999999995
6548,6.246
6550,6.31555
6563,6.08485
6564,7.921589999999999
6566,7.0166699999999995
6569,6.80887
6571,5.75156
6572,6.5781600000000005
6581,6.12879
6583,6.29418
6585,6.695069999999999
6594,7.17449
6598,6.6974
6613,5.93743
6621,6.88294
6622,6.284619999999999
6627,5.839519999999999
6629,6.65671
6634,6.876469999999999
6644,6.8715399999999995
6645,6.80278
6648,5.88589
6657,7.147460000000001
6659,8.27143
6663,5.8496
6671,6.18377
6675,7.07647
6676,8.05263
6681,6.29318
6683,6.6402600000000005
6694,6.35417
6695,7.58707
6699,6.0609
6704,5.84823
6708,6.25089
6721,6.24969
6723,6.5109900000000005
6724,6.17665
6744,5.88393
6751,6.19787
6752,6.53293
6758,6.81
6763,6.678260000000001
6765,6.67635
6766,6.56549
6768,6.14952
6773,6.3884
6787,6.36195
6813,6.58228
6814,6.56849
6815,6.020569999999999
6820,7.14083
6833,5.81
6846,7.713239999999999
6851,6.36415
6861,8.014710000000001
6862,6.71282
6867,6.12394
6870,6.06211
6871,7.15
6883,5.795
6884,5.85953
6887,6.2162
6891,6.6587
6906,6.82295
6911,7.338239999999999
6913,6.37111
6918,7.22558
6922,5.905
6924,7.867319999999999
6928,7.3587
6942,6.31989
6943,7.27763
6944,6.5054300000000005
6949,6.10168
6961,6.71333
6963,6.18717
6969,6.0317
6971,6.40549
6973,6.46964
6977,7.00517
6979,6.5743100000000005
6984,6.06476
6991,6.141369999999999
6996,5.785880000000001
6998,6.12056
7007,6.74375
7016,6.80455
7022,5.99529
7027,7.2170000000000005
7038,7.672219999999999
7050,6.10995
7054,6.43421
7060,6.951060000000001
7061,6.30957
7066,6.03843
7069,6.50329
7074,6.70775
7075,7.40698
7078,6.20606
7084,7.580210000000001
7089,6.15759
7094,6.879589999999999
7097,6.099819999999999
7098,7.680560000000001
7103,6.172219999999999
7104,6.38704
7108,5.95829
7109,7.803030000000001
7110,7.683330000000001
7113,6.40714
7125,6.44097
7139,7.317069999999999
7144,7.529789999999999
7158,6.4021
7161,5.8544599999999996
7163,7.1097600000000005
7165,7.14163
7178,6.28261
7179,7.52703
7183,6.56382
7190,7.617139999999999
7197,6.81509
7199,7.29898
7203,6.7939
7208,6.27526
7211,6.06008
7216,6.48358
7220,6.52568
7228,6.98372
7229,6.38625
7230,6.27407
7237,7.170210000000001
7241,7.91667
7242,5.76587
7249,7.83333
7250,6.23077
7255,6.90625
7256,6.90735
7257,5.9364099999999995
7263,6.39533
7264,7.91935
7267,6.818
7269,6.597689999999999
7276,6.6697
7282,6.95455
7294,6.603280000000001
7297,6.03145
7311,5.94031
7315,6.43571
7332,6.40688
7334,6.20144
7335,6.90597
7339,5.9381
7343,6.4692300000000005
7351,7.0383
7352,6.36977
7354,6.43052
7358,6.18205
7360,6.3637
7363,8.3
7365,6.86875
7368,6.36811
7375,5.79483
7384,7.2
7391,6.23571
7393,7.10698
7394,6.3760900000000005
7399,6.04248
7402,6.59508
7406,6.48873
7407,6.77315
7413,5.98021
7415,7.42857
7418,6.172630000000001
7430,6.22267
7431,6.80957
7436,6.46625
7441,6.07661
7444,7.0662199999999995
7451,6.25924
7453,7.236110000000001
7457,7.40857
7468,6.83137
7470,6.43973
7474,7.875
7475,6.844189999999999
7481,7.138889999999999
7482,6.96705
7500,5.96019
7506,6.562289999999999
7510,6.1357099999999996
7512,6.60526
7513,5.90804
7514,6.39375
7516,6.1083300000000005
7518,6.173080000000001
7519,6.62415
7521,6.65682
7525,6.37654
7541,6.8270800000000005
7544,6.3
7545,6.49333
7558,6.37576
7563,5.83784
7566,6.03306
7567,6.22196
7579,6.37205
7581,5.81679
7585,6.5442599999999995
7588,6.22122
7589,7.71667
7594,6.26369
7604,6.05694
7607,5.7571900000000005
7611,7.424239999999999
7613,7.588710000000001
7614,6.29444
7619,6.80814
7620,6.08142
7621,5.95031
7628,6.780360000000001
7630,7.334289999999999
7631,6.14125
7633,6.41557
7636,5.86832
7637,6.40952
7641,7.67963
7642,6.85745
7647,6.85319
7650,7.57667
7654,6.01349
7665,7.51935
7672,6.24375
7682,6.93243
7685,6.12143
7689,6.36397
7691,6.07865
7701,6.036230000000001
7702,6.18038
7705,5.84544
7706,6.53796
7708,7.014289999999999
7711,6.8113600000000005
7713,6.402819999999999
7721,6.80952
7723,6.63585
7727,6.142
7729,7.09559
7733,6.53429
7738,5.7101
7748,6.51346
7751,7.3140600000000004
7753,5.98276
7755,6.95488
7758,6.44286
7762,5.8025
7764,7.7333300000000005
7783,5.80437
7785,7.97222
7788,6.90769
7789,7.012560000000001
7792,6.86667
7793,5.92199
7794,6.3625
7796,5.78441
7797,6.51613
7799,5.86505
7801,6.74943
7804,6.52187
7805,6.68958
7807,6.39507
7808,6.664439999999999
7813,6.70476
7817,6.55083
7820,6.83805
7828,6.133719999999999
7831,6.27471
7845,5.9019699999999995
7848,7.25
7850,6.41094
7851,5.99389
7862,7.027139999999999
7864,6.726
7866,5.77366
7867,5.78484
