,0
392,7.202409770000039
393,7.2322777013332935
394,7.533274789999982
395,7.253520747333325
396,7.050695763809518
397,7.09935645000006
398,7.177429316904772
399,7.422149709999986
400,7.184068230000045
401,7.242696740000002
402,7.209308433571453
403,6.9183059599999925
404,7.338562480000015
405,6.901767076444454
406,7.25714900000003
407,7.5526644799999625
408,7.079379626
409,8.18996772933338
410,7.640099688571407
411,7.151589805000037
412,7.088877790000034
413,7.270730432000039
414,7.224954475952386
415,7.12863016821426
416,5.863086479999997
417,7.207847630000027
418,7.014343453333359
419,7.770648522000021
420,7.798449970476195
421,7.6391091799999336
422,7.071220205650771
423,6.859681624666717
424,7.2473951768571565
425,7.8730604199999465
426,7.621187139999943
427,7.118021713999971
428,7.026704955999972
429,7.046206051444461
430,6.840647834999994
431,7.438830160000036
432,7.074390847333383
433,6.9164076939999655
434,7.347376502857146
435,6.923197226666661
436,7.024156237499983
437,7.1942113400000185
438,6.8969723500000235
439,6.833021706666653
440,7.006562759999982
441,7.616273460000045
442,7.3221020200000195
443,6.954290246666663
444,7.312297400000009
445,6.839694734999993
446,6.9637151971429
447,7.566044920000027
448,6.822660480000031
449,7.587125094999968
450,7.4347672599999814
451,7.035424429999992
452,7.594261059999998
453,7.202951937333286
454,7.009520340000003
455,6.921781579999984
456,6.764317530126975
457,6.753915434999976
458,6.848251138333318
459,6.94884397766662
460,7.480996420000014
461,7.705039965000065
462,6.8764854999999665
463,6.747709400000058
464,6.846626527333349
465,6.991150867666667
466,7.0720921659523945
467,6.934365606666668
468,7.21914241999998
469,7.164458825333339
470,6.782425939999977
471,6.811587024833364
472,6.712582659936533
473,6.8502092559999905
474,7.0151384400000385
475,7.191621453333364
476,7.258962396666683
477,7.534639206666661
478,7.038186299999965
479,6.784134520000027
480,6.977234456666679
481,7.006397519999951
482,6.915886291333357
483,7.779698933809529
484,6.799501713333323
485,7.468609739999973
486,6.813725940000044
487,7.424429542857121
488,7.380669339999962
489,7.019173449904766
490,6.801172993333319
491,6.727447256404779
492,7.150871377142882
493,6.8811389297143295
494,6.9860707250000145
495,7.2121072033333755
496,6.979627526666671
497,6.657176999999975
498,6.8158962740000355
499,7.403329920000031
500,6.491603120000031
501,7.265385250000046
502,7.163625429999986
503,6.689619015428581
504,7.391042056666639
505,6.841092339999969
506,6.663560369523795
507,7.127416846666688
508,7.277160556666664
509,6.840752409047613
510,6.829746091904747
511,6.91811125199999
512,6.597324492904769
513,6.5876036333333206
514,7.546973999999942
515,6.8421583000000465
516,6.563020753333331
517,6.54038396599999
518,6.5038207239999934
519,7.530429850666623
520,7.058971829999988
521,6.978885845333314
522,6.984500525999986
523,7.541018699999955
524,7.108263900000034
525,6.784935919333324
526,6.844312527428562
527,6.604146160000029
528,6.404994510000003
529,6.77707290542854
530,7.37071052028571
531,6.976238800000044
532,6.713073373333331
533,7.798243218000019
534,6.67528497999998
535,7.9871537766666405
536,6.646756880000028
537,6.5817558400000316
538,6.785678660000029
539,7.214145279999963
540,7.357750659999965
541,7.2147637200000165
542,6.995204690000037
543,6.598831159365063
544,6.832449581428578
545,7.582364187142848
546,6.812226131428602
547,7.223494532000003
548,6.495695764071416
549,6.822602667999969
550,7.305086226666695
551,7.06027764666663
552,6.41813529599998
553,6.752011896666698
554,6.845685642857154
555,7.119558200000027
556,6.806067746000033
557,7.454241770238088
558,6.966946268285751
559,7.63165223999997
560,6.924299913333298
561,6.5548356306666875
562,6.4137088071428465
563,6.5430045685714555
564,7.405058985999973
565,7.2126642999999815
566,6.630813530000005
567,6.607159201999984
568,6.470533871999995
569,6.558257125714252
570,6.865900793333389
571,6.460437739999986
572,7.226471845000034
573,6.997503672000028
574,7.517292363333346
575,7.45412223000001
576,7.728004123333351
577,6.812111421880972
578,7.291963960000054
579,7.85399700699998
580,6.269664241666674
581,7.479528429999973
582,7.95737999999996
583,6.506998131999975
584,7.061041600000013
585,6.989505199999971
586,6.857969320000048
587,6.667678441904767
588,6.5948131966667045
589,7.088239801428524
590,7.494052930000039
591,6.8097431613333566
592,6.555817619999969
593,7.752810586666646
594,6.82622092000003
595,7.544127766666715
596,6.353390020000042
597,6.694625767999976
598,6.529481199999989
599,5.942122680000009
600,6.6129086933333365
601,7.037023650666673
602,7.291843223999984
603,6.6495258650000135
604,7.176910054333381
605,6.4631697462857405
606,6.811434919999973
607,6.916732240000004
608,7.006275088000008
609,6.795896610666638
610,6.954567399999987
611,6.873693139999985
612,6.5212771550714805
613,6.2999710149999935
614,6.488315780000029
615,7.161105420000052
616,6.586193726666662
617,6.876492224285676
618,6.8299321546666825
619,6.5825463999999805
620,6.4175922409999755
621,6.496712199999997
622,6.987220516666673
623,6.592784946666669
624,6.8018272600000245
625,6.656323108666676
626,7.100631259999983
627,6.536411289999994
628,6.901281221333338
629,7.1320223940000345
630,7.1343910719999615
631,6.508871620000001
632,7.207646039999952
633,6.505437559999972
634,7.005326939999962
635,6.1972181733333285
636,8.01577902628574
637,6.938101234999992
638,6.889890325714314
639,6.420432998666658
640,6.505632088
641,6.20263315999999
642,6.4978177450000105
643,6.59684255742856
644,6.629224928000033
645,6.687749110666672
646,7.6170731599999595
647,6.449091379999986
648,8.239221644761948
649,6.48673680666665
650,6.791794233333373
651,7.348341266666722
652,6.592186559999994
653,6.605987153333351
654,6.582361420000008
655,6.59866428999999
656,6.877064970000008
657,7.1692903559999746
658,6.69883540666662
659,7.143625692285673
660,6.782696245000008
661,6.775070479999995
662,7.589590799999939
663,6.532604931666642
664,7.20430703999998
665,6.46786443999997
666,7.0135976510000395
667,7.020119466666703
668,6.213987460000016
669,6.766542880000043
670,6.464439659999951
671,6.634472700000039
672,6.452865819999982
673,6.523573132000016
674,6.8656885183333864
675,7.500930860000056
676,6.386643409809555
677,5.963137107666629
678,6.74735936000004
679,6.803012668666665
680,6.3634592599999555
681,6.54374627000004
682,6.274015431047659
683,6.383152645999996
684,6.294631178666649
685,7.4253378000000465
686,6.586823487999953
687,6.800651670000012
688,6.831701196000007
689,7.078026291999957
690,6.703042713333293
691,6.9434537399999785
692,7.038750506666652
693,7.151743626666687
694,6.507837939999998
695,6.9070916866666545
696,6.407749854833356
697,6.846777450857106
698,7.096112330000008
699,6.480794946666673
700,7.2651646299999815
701,7.178453573333376
702,6.4201349599999595
703,8.359982429999981
704,6.755635580000016
705,6.854040042000036
706,7.588133623333357
707,6.568362336666648
708,6.713161248999992
709,6.945879699999982
710,7.651790446857172
711,7.429722386666672
712,8.04893532999999
713,6.7025991200000155
714,6.2871288366666755
715,6.62536652400001
716,6.53500553999999
717,6.554244424000005
718,6.904584985000017
719,7.262799359333336
720,7.596553204999995
721,7.664076279999978
722,6.307060295000018
723,7.117466220000007
724,6.357171591666662
725,6.4356288149999985
726,6.49901512016666
727,7.652391199333308
728,6.541524359999999
729,7.029569387428569
730,6.466794699999991
731,7.476418919999992
732,6.793989054000004
733,7.148065520000009
734,6.752325577666663
735,6.509151843999999
736,6.7820735066666655
737,7.409142875999988
738,6.867888274999989
739,6.3633623092381
740,6.945155560000006
741,6.684111033666662
742,7.1739265573333215
743,6.977463280000026
744,6.512526064000003
745,7.526444985999985
746,7.003285870000017
747,7.153187493999994
748,6.6358207264999995
749,6.540823092000007
750,6.886850873333318
751,8.109236001666686
752,7.57770020666666
753,6.291883233333338
754,7.169882529999999
755,5.939831325000007
756,7.190160139999996
757,6.441807100000013
758,7.415466149999988
759,6.8363050776666645
760,6.598822666666678
761,6.44118936
762,7.461864313333321
763,7.294231279999999
764,6.817457272499997
765,6.684631019999993
766,6.4470950066666735
767,5.980898413333333
768,7.044007299999989
769,6.709362993333325
770,6.481911683999998
771,6.918645213999997
772,6.607377259999988
773,7.295244249999993
774,6.605498809999998
775,7.738394601999995
776,6.5987029664761945
777,6.511042777333336
778,6.194696652500008
779,6.157236592683987
780,6.366693699999989
781,6.223593072000006
782,6.952022273142867
783,6.649983657333344
784,6.508822999999998
785,5.998028416666674
786,6.236080099999998
787,5.917671850000004
788,7.096322956666668
789,6.788384179999996
790,6.751915156333327
791,7.260649411904754
792,6.725999125333343
793,6.7199393699999925
794,6.808626108571421
795,6.1852778799999975
796,6.6566059299999845
797,7.136778745333325
798,7.107519813999998
799,6.679639119999999
800,6.11957633033334
801,6.2126106706666615
802,7.748253304000001
803,6.23768221333334
804,6.381523453333331
805,6.979027194999999
806,6.594907709999995
807,6.677525099999994
808,5.933858256666669
809,6.691553880000011
810,7.319589720000009
811,6.763844328571429
812,8.0510506
813,6.728094399999989
814,7.121854873666687
815,5.882167548666665
816,7.342613453666689
817,6.42736331714285
818,5.793116273333337
819,6.624414779000009
820,7.080600899999996
821,6.24667526
822,6.225950055000003
823,7.533188573333333
824,6.620883662142865
825,6.593597859999999
826,6.106794026666653
827,6.571285026666679
828,7.112701164285704
829,6.663586133333338
830,6.445521253333341
831,7.540261067333339
832,6.745286683999989
833,7.683644755666672
834,5.900129260000002
835,7.683020822000001
836,6.515348660000006
837,6.3575434999999985
838,6.80377572500001
839,6.473268287999995
840,6.766316846666661
841,7.049053940000006
842,7.113941473333343
843,6.699517860000005
844,6.87399739190476
845,5.965694735333342
846,7.966348455000011
847,6.890904409999999
848,7.672363503999984
849,6.43465086500001
850,6.547198290000025
851,6.644013620000002
852,7.037488179999984
853,6.175664042380948
854,6.214683706666677
855,6.792471104333328
856,7.481257070000006
857,7.41013175314285
858,6.415838046666655
859,6.543907233333346
860,7.027561988333323
861,6.617773779999998
862,6.765675339999987
863,6.6984226889999965
864,6.442747889999995
865,6.659447000000005
866,6.635929810000005
867,6.327576440000007
868,7.070318900000003
869,6.932450660000003
870,6.211641928000007
871,8.137750680000016
872,6.653860080000008
873,7.0275497800000055
874,6.775510224999995
875,6.9180954190000055
876,6.447911219857143
877,7.3381153199999885
878,8.016926760000016
879,6.371756619999993
880,6.539690700000005
881,6.656023053333345
882,6.167517680333326
883,6.527914049999997
884,6.5006007133333314
885,6.825438560833322
886,6.753931237333336
887,6.970510400000001
888,6.6889828569999885
889,6.404262183666669
890,6.755936985999996
891,6.320675781333352
892,6.490510540000012
893,6.326168240000003
894,7.5087042500000045
895,7.360856140000011
896,7.659425084000004
897,6.516742880000002
898,6.954861344666672
899,5.991065840000006
900,6.3549591690000105
901,7.2294746990476115
902,6.50134458999999
903,6.055654012857138
904,6.346576500666666
905,6.949172969999998
906,7.018315091428562
907,6.014631209999992
908,6.307936321666669
909,6.622174250000009
910,6.562683845000015
911,6.565532239999987
912,6.411836679999995
913,7.619128528000006
914,7.091132188571415
915,7.10108034666667
916,6.289020544809511
917,6.061703533333337
918,7.155383225999994
919,6.260394305880945
920,6.0918049999999955
921,6.694469771000007
922,6.671436439999994
923,6.966732979999983
924,6.548864361666661
925,6.847855449999997
926,6.727789446666687
927,7.043285430000003
928,6.172155508000019
929,6.486716043333351
930,6.755679569999996
931,6.950073507833336
932,6.5522741366666715
933,6.108372241333328
934,6.992025399999996
935,6.121597993333327
936,6.454330490000001
937,6.0335941800000095
938,6.38147878666669
939,6.370201366666668
940,6.3904139
941,7.549246896666651
942,6.240819764999998
943,6.69315908999999
944,7.0458723299999955
945,6.401197483333328
946,6.236501999999994
947,6.030211473333332
948,6.3181048883333375
949,6.722291820000017
950,6.399515549999997
951,6.652831436666659
952,7.4574321966666695
953,6.366005720000001
954,6.779311280000024
955,5.85620928333334
956,7.303684003333344
957,6.504961653333334
958,6.8075871899999845
959,6.728450499999991
960,7.481398946666657
961,6.8333895476666635
962,6.472242699999997
963,6.705589659999993
964,6.241955513333341
965,6.582629285999995
966,6.44111409999999
967,6.710430957999988
968,6.933147199999999
969,7.075161223238085
970,6.24197
971,7.93357966
972,5.976098558000004
973,6.168053519999997
974,6.958061440000005
975,6.460506479999999
976,6.922878361666664
977,6.401070253333335
978,7.481778520000002
979,6.537544604444444
980,6.1764547000000025
981,7.696451038000017
982,6.0357369266666625
983,5.899818343333343
984,6.861186976000004
985,5.774329419999998
986,6.3141946233333455
987,6.702092059999997
988,6.8528814200000046
989,6.14004268000001
990,6.288002849999989
991,7.853883955000011
992,6.5020691799999994
993,7.303682020000003
994,6.9605809155476175
995,6.215961157999998
996,6.244255530000001
997,7.211011622666684
998,7.652614110000009
999,7.216491260000003
1000,7.927346238000006
1001,6.540324643333326
1002,6.356585716666658
1003,6.579182900000008
1004,6.25944826599999
1005,7.488150780000006
1006,6.135217300000017
1007,6.1107991266666515
1008,7.207330231999993
1009,7.09501965999998
1010,6.745686376666675
1011,6.391080372000005
1012,7.488972119999991
1013,6.417247969999997
1014,6.931959550000001
1015,5.783483959999995
1016,6.789141969999996
1017,6.054155626190478
1018,6.342478173
1019,6.53954060933333
1020,8.077007655000028
1021,7.666336949999987
1022,6.207847470000004
1023,6.1371201254285745
1024,6.924354798095249
1025,7.030602353333344
1026,7.1310737460000055
1027,6.661047959999999
1028,5.78900584666666
1029,6.429968653333322
1030,6.2971633033333525
1031,6.469537600000015
1032,6.568702922666661
1033,6.878226329999999
1034,6.735097419999987
1035,6.734346026666661
1036,5.956949876666664
1037,5.923251819999997
1038,7.140202121999996
1039,6.284341934999992
1040,6.900741388000012
1041,6.244503604000024
1042,6.60099577733333
1043,6.573266430000004
1044,5.3916251200000005
1045,7.91794318000001
1046,6.664706840000009
1047,6.420557590000006
1048,7.006202850000003
1049,6.635323429999997
1050,6.305675640000013
1051,6.346883200000004
1052,6.375888210000011
1053,5.979866119999993
1054,6.222323156000009
1055,6.6429410666666735
1056,6.450744620000001
1057,6.457995039999994
1058,6.393465200000004
1059,6.639832846666652
1060,6.819575983095251
1061,6.366682094285715
1062,6.907758175000005
1063,6.187344606666671
1064,6.398805996666662
1065,6.81598825
1066,6.647415966666662
1067,6.198497645333329
1068,7.653352509999996
1069,6.823958784047619
1070,6.40410313833333
1071,6.216481369999995
1072,5.760570304666664
1073,7.43045102
1074,6.497284813333342
1075,6.580376160000021
1076,6.672400333333338
1077,6.786897579999996
1078,6.40956267999998
1079,6.255948426666677
1080,6.698761572380955
1081,7.76006319666666
1082,6.599265637857149
1083,6.226770663333338
1084,5.64357647999999
1085,6.936940586666669
1086,5.74101305666666
1087,6.492210490000001
1088,6.514959953333325
1089,7.231899024000014
1090,7.007233609285711
1091,5.594516850000004
1092,6.293954439666674
1093,7.336056679999993
1094,8.008012280000012
1095,6.3113647933333406
1096,6.193391190000011
1097,6.25397418
1098,6.45765828666667
1099,7.303366105714277
1100,7.164321540000005
1101,6.963337133571436
1102,7.104711916666676
1103,6.273898862000003
1104,6.337021958333329
1105,5.405794329999998
1106,6.7594053770000135
1107,6.538457733333345
1108,6.338623940000004
1109,6.207878731666667
1110,7.277289295000014
1111,6.503592746666665
1112,6.833969280000008
1113,6.526267774999999
1114,7.162738444000008
1115,6.045535176666671
1116,6.799851723999996
1117,6.11260129800001
1118,6.445055447999995
1119,5.977584546666667
1120,6.500252524999999
1121,6.77707156000001
1122,5.7561962933333355
1123,6.0965988666666675
1124,6.193079813333343
1125,6.0164231973333475
1126,6.657819219999994
1127,7.33150518333333
1128,7.247888270666661
1129,5.8238274400000085
1130,6.522901289999991
1131,6.797593608666665
1132,6.363249799999997
1133,6.726286435
1134,5.899401156000013
1135,6.89933390999998
1136,6.55586388
1137,5.9101255600000036
1138,6.1060736119999985
1139,5.623878968000009
1140,6.261885339333333
1141,6.75611111666667
1142,7.440584399999994
1143,6.813048460000001
1144,6.25612866433334
1145,5.579951554166678
1146,5.882372220000001
1147,6.792099176666653
1148,6.869964330000004
1149,7.486839789999992
1150,7.3375106666666685
1151,7.40791277333332
1152,6.703517308333331
1153,5.714761758333336
1154,6.869537308571419
1155,6.909148778000005
1156,6.843735373333325
1157,6.0928161300000045
1158,6.423362950000007
1159,5.743676079999999
1160,6.451010300000011
1161,7.058232506000014
1162,6.981558266000006
1163,6.687153947999992
1164,6.570947793333326
1165,6.587225773333348
1166,7.36491936
1167,6.5428174100000005
1168,6.8924037333333175
1169,6.413912184000005
1170,5.892716288000002
1171,6.682590299999982
1172,7.360241160000008
1173,6.775467273333331
1174,6.970374920000002
1175,7.139141756000005
1176,5.871522579999999
1177,6.93287810666667
1178,6.992059894999996
1179,6.471471780000008
1180,6.556198724000009
1181,6.714412418666674
1182,5.418272699999991
1183,5.734436959999995
1184,6.203507856000011
1185,6.250773119999996
1186,5.794410320000001
1187,6.67434555000001
1188,5.986340720000001
1189,5.712730208333335
1190,6.643705666666672
1191,6.489196240000014
1192,6.240804630000001
1193,7.301498946666662
1194,7.192008648333336
1195,7.263458940000002
1196,5.9996177350000135
1197,5.804778566666677
1198,6.719286689999994
1199,6.263291780000002
1200,5.8766416133333435
1201,6.407420500000002
1202,7.0542235466666705
1203,7.134124390000005
1204,5.034066520000001
1205,7.206393559999978
1206,6.189017406666672
1207,7.257342183333348
1208,6.762270470000004
1209,5.840672374666663
1210,5.631103216666664
1211,6.2385936699999975
1212,7.37676072499999
1213,6.546539216666675
1214,5.577998220000012
1215,6.484534440000005
1216,7.361334480500001
1217,6.615342543333344
1218,5.938057839999987
1219,6.576291930000011
1220,6.081160270000011
1221,7.545680420000004
1222,5.369078214999993
1223,5.974934979999998
1224,6.274369640000005
1225,5.3260438949999935
1226,6.511197239999985
1227,8.064366086666675
1228,6.287313180000005
1229,7.3122747600000055
1230,7.7473263333333415
1231,6.132401721333339
1232,7.663133979999984
1233,6.4981512299999995
1234,7.027740439999997
1235,7.204066660000005
1236,5.891207183333336
1237,6.740538183333323
1238,6.077732021666665
1239,6.679458286666668
1240,6.521619265333335
1241,6.622266793333335
1242,6.9713689999999975
1243,6.695458291666669
1244,6.455998569999997
1245,5.698477459904763
1246,8.391439990000004
1247,6.483632850000009
1248,6.639758022000007
1249,5.935825416666659
1250,6.762406100000006
1251,7.089657149999996
1252,7.714026623333334
1253,6.458271659999991
1254,6.189488780000003
1255,6.301886627999999
1256,6.371760100000005
1257,5.7709862066666755
1258,6.633401020000006
1259,7.157749340000002
1260,6.264315052000005
1261,7.334422371999999
1262,5.864973380000004
1263,5.893352051000005
1264,6.62205621
1265,6.35112756899999
1266,5.833257650000002
1267,6.510491073333326
1268,6.44503485
1269,7.8466367600000115
1270,5.482144186666667
1271,7.201003519999989
1272,6.155344895000009
1273,6.726309729999999
1274,7.166183159999992
1275,6.10290702333332
1276,7.173330329999992
1277,6.0338133399999965
1278,7.518377939999999
1279,6.400777937777778
1280,6.74874411999999
1281,6.558984100000005
1282,5.508162526666662
1283,5.840113409999996
1284,6.819617280000002
1285,6.010265420000003
1286,7.137110030000001
1287,5.302488919999989
1288,5.847955769999995
1289,5.934055719999998
1290,6.224634044
1291,6.998806700000008
1292,6.317878960000002
1293,7.199130337777771
1294,6.112525997000004
1295,6.1513796533333425
1296,6.2151176650000055
1297,6.420053217000003
1298,6.335428255000002
1299,7.294549360000007
1300,6.945301017142857
1301,6.019207286666673
1302,6.957460650000006
1303,6.054250056190479
1304,5.699311220000009
1305,6.935504010000006
1306,6.937627060000015
1307,6.771123716666671
1308,6.878438963333339
1309,6.375437463333346
1310,7.408944003619041
1311,7.80562416000001
1312,6.242450956999995
1313,6.110598782666667
1314,7.183980810666674
1315,6.978906280000008
1316,6.301209760000003
1317,6.51213737
1318,6.119520283333339
1319,7.314120739999996
1320,6.4841478599999895
1321,6.404024520000008
1322,5.922276633333326
1323,6.459373000000006
1324,5.678370068000005
1325,6.7801738346666784
1326,6.017984369333334
1327,6.14698824000001
1328,5.708814570000006
1329,6.89010627000001
1330,6.488563380000002
1331,6.751293484285725
1332,5.666283300000003
1333,6.1176797966666685
1334,6.995789619999998
1335,6.151982000000001
1336,6.537301588333347
1337,6.984067899999999
1338,6.129816860000001
1339,6.529139239999992
1340,6.188257890666677
1341,7.772079320000001
1342,6.801156946666659
1343,7.2376709060000035
1344,7.108080249999987
1345,6.8942562706666735
1346,6.543376030666671
1347,6.627586335333337
1348,5.730841813333337
1349,5.923378006666666
